ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
6801511,19019721111000164001003415S6,FIESTA INN MONTERREY VALLE,FIDEICOMISO F-1596 ,721111,Hoteles con otros servicios integrados,11 a 30 personas,AVENIDA,LÁZARO CÁRDENAS,AVENIDA,Rufino Tamayo,CIRCUITO,Frida Kahlo,CALLE,Lázaro Cárdenas,327,,,,,,COLONIA,VALLE ORIENTE,,,,66269,19,NUEVO LEÓN   ,019,San Pedro Garza García,0001,San Pedro Garza García,0365,048,,,WWW.FIBRAHOTEL.COM,Fijo,25.64608502,-100.3239509,2017-11
6367251,19026721111000046101008907S0,FOUR POINTS BY SHERATON MONTERREY LINDA VISTA,HOTEL MONTERREY SA DE CV,721111,Hoteles con otros servicios integrados,251 y más personas,CALLE,ROGELIO GONZÁLEZ CABRERA,CARRETERA,Carretera al Aeropuerto,CALLE,Esperctrum,PRIVADA,Ninguno,6064,,,,,,COLONIA,TORRES LINDAVISTA,,,,67138,19,NUEVO LEÓN   ,006,Apodaca,0001,Ciudad Apodaca,3037,007,,J.VELAZQUEZ@HOTELMONTERREYMACROPLAZA.COM.MX,,Fijo,25.78888212,-100.1451319,2014-12
6364885,19039721111000446002038878M5,GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,COMPAÑIA EXPLOTADORA DE INMUEBLES MONTERREY SA DE CV,721111,Hoteles con otros servicios integrados,101 a 250 personas,CALLE,MELCHOR OCAMPO,ANDADOR,MARIANO ESCOBEDO,CALLE,EMILIO CARRANZA,CALLE,MIGUEL HIDALGO Y COSTILLA,443,,GRAN HOTEL ANCIRA,PLANTA BAJA,,SN,CIUDAD,CENTRO,EDIFICIO COMERCIAL Y DE SERVICIOS,GRAN HOTL ANCIRA,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1741,004,,CGMC@HOTEL-ANCIRA.COM,,Fijo,25.66577449,-100.3126097,2010-07
8437027,19033721312000012000000000U2,GARCIAS SUITE EJECUTIVAS Y HOTEL,,721312,Departamentos y casas amueblados con servicios de hotelería,6 a 10 personas,CALLE,VENUSTIANO CARRANZA,CALLE,IGNACIO ZARAGOZA,AVENIDA,MIGUEL HIDALGO Y COSTILLA,CALLE,LICENCIADO BENITO JUÁREZ,111,ORIENTE,,,,,COLONIA,CENTRO,,,,67700,19,NUEVO LEÓN   ,033,Linares,0001,Linares,0612,009,,,,Fijo,24.86034142,-99.56715591,2019-11
6367577,19039721111000651010000000U0,GRAND MOTEL,TERRADURA SA DE CV,721113,Moteles,11 a 30 personas,AVENIDA,VICENTE GUERRERO,CALLE,GUADALUPE VICTORIA,CALLE,MARCO POLO,CALLE,HERMENEGILDO GALEANA,1511,,,,,,COLONIA,TREVIÑO,,,,64570,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1262,012,,GRANDMOTEL@HOTMAIL.COM,,Fijo,25.68980557,-100.3114381,2014-12
9303054,19039721112001421000000000U5,GROUP,GROUP ,721112,Hoteles sin otros servicios integrados,0 a 5 personas,BOULEVARD,DIAZ ORDAZ,CALLE,CAMINO AL CLUB DE TIRO,CALLE,AARON SAENZ GARZA,BOULEVARD,DÍAZ ORDAZ,124,,,,,,COLONIA,SANTA MARIA,,,,64650,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1826,006,,,,Fijo,25.67448951,-100.367289,2020-11
8296963,19019721111000202000000000U4,GRUPO HOTELERO MONTERREY,GRUPO HOTELERO MONTERREY SA DE CV,721111,Hoteles con otros servicios integrados,51 a 100 personas,,MANUEL GÓMEZ MORÍN,AVENIDA,3,AVENIDA,3,PRIVADA,19,402,,,,0,,COLONIA,VALLE DE SANTA ENGRACIA,,,,66268,19,NUEVO LEÓN   ,019,San Pedro Garza García,0001,San Pedro Garza García,0242,013,,NHCOLLECTIONSMONTERREY@NH-HOTELS.COM,WWW.NHHOTELGROUP.COM,Fijo,25.65068146,-100.3589087,2019-11
6367260,19039721111000364001000000U0,HOLIDAY INN EXPRESS GALERÍAS SAN JERÓNIMO,OPERADORA DE HOTELES GALERIA S DE RL DE CV,721111,Hoteles con otros servicios integrados,51 a 100 personas,AVENIDA,SAN JERÓNIMO,CALLE,SIN REFERENCIA,AVENIDA,DOCTOR JOSÉ ELEUTERIO GONZÁLEZ,BOULEVARD,ANTONIO L. RODRÍGUEZ,101,,,,0,,COLONIA,SAN JERÓNIMO,,,,,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,2769,025,,,,Fijo,25.6748093,-100.3651347,2010-07
6269195,19039721112000854002000000U8,HOLIDAY INN EXPRESS TECNOLOGICO MONTERREY,OPERADORA DE HOTELES TECNOLOGICO S DE RL DE CV,721111,Hoteles con otros servicios integrados,31 a 50 personas,AVENIDA,Eugenio Garza Sada,CALLE,Vía Alcalá,PRIVADA,NINGUNO,CALLE,Vía Málaga,3680,,,,0,,COLONIA,VILLA LOS PINOS,,,,64770,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,2186,007,,CRO.HITEC@HOTELESMILENIUM.COM,WWW.HOTELESMILENIUM.COM,Fijo,25.63687592,-100.2834391,2010-07
6269304,19046721111000096000000000U3,HOLIDAY INN MONTERREY NORTE,OPERADORA HOTELERA DE ANAHUAC SA DE CV,721111,Hoteles con otros servicios integrados,101 a 250 personas,AVENIDA,UNIVERSIDAD,CALLE,ANTONIO MACHADO,CALLE,18 DE DICIEMBRE,CALLE,18 DE DICIEMBRE,101,,,,0,,COLONIA,ANAHUAC,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0184,010,,CONTABILIDAD@MTY.COM.MX,,Fijo,25.74086126,-100.3024503,2010-07
6269508,19039721112000081000000000U8,HOSPEDAJE AZTLAN,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,AVENIDA,AZTLAN,CALLE,LAS FLORES,CALLE,GARDENIA,CALLE,JACARANDAS,5253,,,,,,RESIDENCIAL,AZTLAN,,,,64250,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,0527,016,8121786604,,,Fijo,25.72828659,-100.3440613,2010-07
6228303,19024721311000021000000000U4,HOSPEDAJE BERENICE,,721311,Pensiones y casas de huéspedes,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,AQUILES SERDAN,CALLE,FRANCISCO I. MADERO,CALLE,NICOLÁS BRAVO,,SN,,,,,COLONIA,GENERAL ZARAGOZA,,,,67960,19,NUEVO LEÓN   ,024,General Zaragoza,0001,General Zaragoza,0149,019,8110285435,,,Fijo,23.97427524,-99.77120478,2010-07
9400897,19039721113000281000059057S2,HOSPEDAJE CAMINO REAL,INFRAESTRUCTURA DE SERVICIOS MA SA DE CV,721113,Moteles,0 a 5 personas,CALLE,CAMINO REAL,CALLE,Amón,CALLE,Claros,CALLE,Balboa,10500,,,,,,COLONIA,EL PORVENIR,,,,64206,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,2400,001,8117390399,IMAQSA01@LIVE.COM.MX,,Fijo,25.76917916,-100.3683596,2023-11
9317308,19039721111001001000000000U7,HOSPEDAJE CAMINO REAL INFRA SERVICIOS CAMINO REAL,INFRAESTRUCTURA DE SERVICIOS MA SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,CALLE,CAMINO REAL,CALLE,CLAROS,CALLE,AMON,AVENIDA,JULIO A. ROCA,,SN,,,,,COLONIA,EL PORVENIR,,,,64206,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,2400,013,,,,Fijo,25.76892208,-100.3684249,2020-11
8297325,19039721311000191000000000U3,HOSPEDAJE ECONOMICO LA CASA DEL MIGRANTE,,721311,Pensiones y casas de huéspedes,0 a 5 personas,CALLE,IGNACIO LOPEZ RAYON,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,MELCHOR OCAMPO,CALLE,JUAN ALDAMA,937,,,,,,COLONIA,CENTRO DE MONTERREY,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1737,004,,,,Fijo,25.66779476,-100.3213958,2019-11
9463827,19039721113000311000059057S7,HOSPEDAJE EXPRES,INFRAESTRUCTURA DE SERVICIOS MA SA DE CV,721113,Moteles,0 a 5 personas,AVENIDA,AZTLÁN,CALLE,Calle de la Huerta,CALLE,Piñones,CALLE,Monte Llano,9292,,,,,,COLONIA,SAN BERNABE,,,,64100,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,2576,002,8117390399,IMAQSA01@LIVE.COM.MX,,Fijo,25.76225173,-100.371585,2023-11
9444876,19026721113000091000059057S2,HOSPEDAJE GUADALUPE,INFRAESTRUCTURA DE SERVICIOS MA SA DE CV,721113,Moteles,0 a 5 personas,CALLE,ROBLE,CALLE,Ciprés,CALLE,Olivo,CALLE,Fresno,1514,,,,,,COLONIA,VALLES DE LA SILLA,,,,67180,19,NUEVO LEÓN   ,026,Guadalupe,0001,Guadalupe,1584,005,8117390399,IMAQSA01@LIVE.COM.MX,,Fijo,25.66250381,-100.2126419,2023-11
9444867,19026721113000081000059057S3,HOSPEDAJE JARDINES,INFRAESTRUCTURA DE SERVICIOS MA SA DE CV,721113,Moteles,0 a 5 personas,AVENIDA,JARDINES DE LA SILLA,CALLE,Ninguno,CALLE,Ninguno,CALLE,Acueducto,321,,,,,,COLONIA,TIERRA PROPIA,,,,67197,19,NUEVO LEÓN   ,026,Guadalupe,0001,Guadalupe,2347,003,8117390399,IMAQSA01@LIVE.COM.MX,,Fijo,25.64542955,-100.1865482,2023-11
7786826,19039721311000131000000000U9,HOSPEDAJE LA CASA DE MAMA,,721311,Pensiones y casas de huéspedes,0 a 5 personas,CALLE,CABEZADA,CALLE,NEPENTA,CALLE,MUSEROLA,CALLE,BELLOTE,,SN,,,,,COLONIA,FOMERREY 113,,,,64105,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,3771,018,,,,Fijo,25.77235104,-100.3788711,2019-11
8412720,19039721311000221000000000U8,HOSPEDAJE LA ESTRELLA,,721311,Pensiones y casas de huéspedes,0 a 5 personas,CALLE,BALANZA,AVENIDA,AZTLAN,AVENIDA,LAS ROCAS,CALLE,CALLE DE LA HUERTA,,SN,,,,,COLONIA,SAN BERNABE,,,,64100,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,3818,042,,,,Fijo,25.76269854,-100.3797897,2019-11
6269486,19039721112000942001000000U1,HOSPEDAJE LA ESTRELLA,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,AVENIDA,AZTLAN,CALLE,BALANZA,AVENIDA,LAS ROCAS,CALLE,BALANZA,549,,,,,,COLONIA,FOMERREY 124,,,,64106,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,4479,028,,,,Fijo,25.76217383,-100.3818859,2014-12
8412725,19039721311000231000000000U7,HOSPEDAJE LA ESTRELLA LAVANDERIA AUXILIAR,,721311,Pensiones y casas de huéspedes,0 a 5 personas,CALLE,BALANZA,AVENIDA,AZTLAN,AVENIDA,LAS ROCAS,CALLE,CALLE DE LA HUERTA,,SN,,,,,COLONIA,SAN BERNABE,,,,64100,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,3818,042,,,,Fijo,25.76303151,-100.3793452,2019-11
9455071,19039721113000321000059057S6,HOSPEDAJE LINCON,INFRAESTRUCTURA DE SERVICIOS MA SA DE CV,721113,Moteles,0 a 5 personas,CALLE,ASAMBLEA EJIDAL,AVENIDA,Abraham Lincoln,CALLE,Ejército Nacional,CALLE,Asuntos Agrarios,5001,,,,,,COLONIA,PLUTARCO ELIAS,,,,64180,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,3343,041,8117390399,IMAQSA01@LIVE.COM.MX,,Fijo,25.75170147,-100.391035,2023-11
6269475,19007721112000041000000000U9,HOSPEDAJE MORENO VILLA,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,IGNACIO ZARAGOZA,CALLE,BERNARDO REYES,CALLE,MIGUEL HIDALGO,0,SN,,,0,,COLONIA,CENTRO,,,,67830,19,NUEVO LEÓN   ,007,Aramberri,0008,La Ascención,0345,026,826265336,,,Fijo,24.32428525,-99.91435408,2010-07
6269700,19039721112000301000000000U0,HOSPEDAJE ROSAS,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,ROSAS,CALLE,LAS FLORES,CALLE,HUMANISMO SOCIAL,CALLE,EL DESLINDE,3349,,,,,,FRACCIONAMIENTO,LIC RAUL RANGEL FRIAS,,,,64160,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,0508,009,8183711641,,,Fijo,25.72724726,-100.3458952,2010-07
8260864,19024721112000021000000000U6,HOSPEDAJE SAN FRANSISCO,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,5 DE MAYO,CALLE,AQUILES SERDAN,CALLE,20 DE NOVIEMBRE,CALLE,5 DE FEBRERO,0,SN,,,0,,COLONIA,CENTRO,,,,67960,19,NUEVO LEÓN   ,024,General Zaragoza,0001,General Zaragoza,0153,001,,,,Fijo,23.97244368,-99.7707434,2019-11
6420878,19033721112000011000000000U8,HOSPEDAJE SAN JUAN,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,JESUS PEREZ,CALLE,LUIS TIJERINA,CALLE,GENARO GONZALEZ,CALLE,JUAN MONTERO,268,,,,0,,COLONIA,LA PETACA,,,,67750,19,NUEVO LEÓN   ,033,Linares,0001,Linares,067A,025,,,,Fijo,24.85871506,-99.53164032,2010-07
6269504,19039721311000041000000000U0,HOSPEDAJE SIN NOMBRE,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,CUAUTLA,AVENIDA,FIDEL VELAZQUEZ,CALLE,MICHOACAN,CALLE,TAMPICO,218,,,,0,,COLONIA,5 DE MAYO,,,,64180,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,0495,021,,,,Fijo,25.71679572,-100.3483113,2010-07
9401190,19039721113000301000059057S8,HOSPEDAJE SOLIDARIDAD,INFRAESTRUCTURA DE SERVICIOS MA SADE CV SA,721113,Moteles,0 a 5 personas,OTRO(ESPECIFIQUE),MONA LISA,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,302,,,,,,COLONIA,BARRIO SAN LUIS,,,,64102,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,4411,018,8117390399,IMAQSA01@LIVE.COM.MX,,Fijo,25.77685867,-100.3883476,2023-11
8371617,19039721112001111000000000U2,HOSPEDAJE Y HOTEL DULCE BELEM,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,EMILIO CARRANZA,CALLE,CARLOS SALAZAR,CALLE,GENERAL JERONIMO TREVIÑO,CALLE,MARIANO ESCOBEDO,753,,,,0,,COLONIA,ZONA CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1510,002,,,,Fijo,25.68177346,-100.3105601,2019-11
7318076,19008721311000011000000000U8,HOSPEDAJE ZULEMA,,721311,Pensiones y casas de huéspedes,0 a 5 personas,CALLE,JOSE MARIA MORELOS,CALLE,MARIANO ESCOBEDO,CALLE,JOSE G. GARCIA,CALLE,GENERAL TREVIÑO,829,,,,0,,COLONIA,CENTRO,,,,65150,19,NUEVO LEÓN   ,008,Bustamante,0001,Bustamante,0075,018,,,,Fijo,26.53988074,-100.5000719,2019-11
8844096,19030721312000011000000000U0,HOSPEDAJES DON LUIS,,721312,Departamentos y casas amueblados con servicios de hotelería,0 a 5 personas,CARRETERA,CARRETERA 58 LINARES-SAN ROBERTO,CALLE,EMILIANO ZAPATA,CALLE,JUAN ESCUTIA,CALLE,NIÑOS HÉROES,0,SN,,,0,,COLONIA,CENTRO,,,,67830,19,NUEVO LEÓN   ,030,Iturbide,0001,Iturbide,0095,024,8110680857,,,Fijo,24.72662923,-99.90825851,2019-11
8970079,19039721311000161000000000U6,HOSTAL,HOSTAL ,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,IGNACIO LOPEZ RAYON,CALLE,FRAY SERVANDO TERESA DE MIER,CALLE,MARIANO MATAMOROS,CALLE,JUAN ALDAMA,724,,,,,,COLONIA,MONTERREY CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1737,006,,,,Fijo,25.67031042,-100.3211037,2019-11
8288340,19039721311000171000000000U5,HOSTAL 3B,HOSTAL 3B ,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,IGNACIO LOPEZ RAYON,CALLE,FRAY SERVANDO TERESA DE MIER,CALLE,MARIANO MATAMOROS,CALLE,JUAN ALDAMA,726,,,,,,COLONIA,CENTRO DE MONTERREY,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1737,006,,,,Fijo,25.67015902,-100.3211173,2019-11
7318078,19008721311000021000000000U7,HOSTAL BUSTAMANTE,,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,JOSE MARIA MORELOS,CALLE,MIGUEL HIDALGO,CALLE,BENITO JUAREZ,CALLE,GENERAL TREVIÑO,0,SN,,,0,,COLONIA,CENTRO,,,,65150,19,NUEVO LEÓN   ,008,Bustamante,0001,Bustamante,0075,023,,,,Fijo,26.53916676,-100.5053069,2019-11
6366989,19039721111000101010000000U6,HOSTAL HARI KRISTAL,,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,JOSE MARIANO ABASOLO,CALLE,DIEGO DE MONTEMAYOR,CALLE,FRANCISCO JAVIER MINA,CALLE,PADRE RAYMUNDO JARDÓN,916,A,,,,916-A,COLONIA,CIUDAD GUADALUPE CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1756,004,,,,Fijo,25.66567884,-100.307241,2012-06
8261094,19024721311000061000000000U0,HOSTAL RIO LANCO,,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,5 DE FEBRERO,CALLE,JOSE MARIA MORELOS,CALLE,FRANCISCO I. MADERO,CALLE,BENITO JUÁREZ,,SN,,,,,COLONIA,CENTRO,,,,67960,19,NUEVO LEÓN   ,024,General Zaragoza,0001,General Zaragoza,0149,018,,,,Fijo,23.97389475,-99.77213085,2019-11
8649158,19039721311000211000000000U9,HOSTALES MONTERREY,,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,JOSE MARIANO JIMENEZ,CALLE,ISAAC GARZA,CALLE,SANTIAGO TAPIA,AVENIDA,CUAUTHEMOC,,SN,,,,,COLONIA,ZONA CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1506,016,,,,Fijo,25.6804265,-100.3167309,2019-11
6269522,19008721112000011010000000U0,HOSTEL LA CASITA,,721190,"Cabañas, villas y similares",0 a 5 personas,CALLE,PROFESOR CELSO FLORES ZAMORA,CALLE,GENERAL PADRE MIER,CALLE,GENERAL NARANJO,CALLE,CORONEL TRINIDAD SANTOS,32,,,,0,,COLONIA,ZONA CENTRO,,,,65150,19,NUEVO LEÓN   ,008,Bustamante,0001,Bustamante,008A,009,8292460316,RESERVACIONES@LACASITA.NET,WWW.LACASITA.NET,Fijo,26.53716797,-100.5108379,2010-07
9347914,19039721111001163000000000U5,HOTE L5 AVENIDA,HOTELERA DE MONTERREY SA DE CV,721111,Hoteles con otros servicios integrados,11 a 30 personas,CALZADA,FRANCISCO I. MADERO,CALLE,VICENTE GUERRERO,CALLE,HERMENEGILDO GALEANA,CALLE,REFORMA,243,,,,,,COLONIA,CENTRO,,,,,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1281,005,,HOTEL5AVE@GMAIL.COM,WWW.HOTEL5AAVENIDA.COM,Fijo,25.68382002,-100.3114642,2021-05
6706866,19039721111000631001023119S2,HOTE SHERATON AMBASADOR,GRUPO POSADAS SA DE CV,721111,Hoteles con otros servicios integrados,101 a 250 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,5,ANDADOR,2,CALLE,5,1102,,,,0,,COLONIA,CENTRO,,,,64600,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1741,005,,VIRIDIANA.HDZ9@POSADAS.COM,WWW.ESPANOL.MARRIOTT.COM,Fijo,25.66644368,-100.3134803,2016-01
8688916,19048721112000013000000000U2,HOTEI HI,HOTELES HI DE NUEVO LEON SA DE CV,721112,Hoteles sin otros servicios integrados,11 a 30 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,AVENIDA,CUAUHTEMOC,CARRETERA,MONTERREY-SALTILLO,,NINGUNO,,SN,,,,,COLONIA,EL LECHUGAL,,,,66150,19,NUEVO LEÓN   ,048,Santa Catarina,0001,Ciudad Santa Catarina,0831,034,,STACATARINAGERENTE@HOTLESHI.COM,HOTELESHI.COM,Fijo,25.67459382,-100.4370437,2019-11
9292511,19039721111001102000000000U3,HOTEL,HOTEL ,721111,Hoteles con otros servicios integrados,6 a 10 personas,CALLE,JULIAN VILLAGRAN,CALLE,15 DE MAYO,CALLE,MIGUEL FILOMENO MARTINEZ,CALLE,JUAN ALDAMA,,SN,,,,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1671,017,,,,Fijo,25.67300897,-100.3233957,2020-11
9289494,19039721111001122000000000U1,HOTEL 1505,BARREIRAS SA DE CV,721111,Hoteles con otros servicios integrados,6 a 10 personas,AVENIDA,VICENTE GUERRERO,CALLE,GUADALUPE VICTORIA,CALLE,MARCO POLO,CALLE,HERMENEGILDO GALEANA,1509,,,,0,,COLONIA,INDUSTRIAL,,,,,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1262,012,8124727777,,,Fijo,25.68961389,-100.3114605,2020-11
8648635,19039721111000781000000000U5,HOTEL 202,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,JUAN ZUAZUA,CALLE,RUPERTO MARTINEZ,CALLE,ALBINO ESPINOSA,CALLE,IGNACIO ZARAGOZA,202,,,,,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1559,019,,,,Fijo,25.67686693,-100.3084202,2019-11
8737756,19039721112001331000038870S6,HOTEL 25,ADMINISTRADORA INMOBILIARIA Y CONSTRUCCIONES DEL NORTE SA DE CV,721112,Hoteles sin otros servicios integrados,11 a 30 personas,CALLE,CIUDAD VICTORIA,CALLE,Burgos,CALLE,Madero,CALLE,Tampico,3549,,,,,,COLONIA,MORELOS,,,,64180,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,0495,024,,NYDIA.SALAS@MYCECOM.COM,WWW.HOTEL25.COM,Fijo,25.71793161,-100.3512524,2019-11
6269507,19039721112000673001000000U2,HOTEL 25,,721112,Hoteles sin otros servicios integrados,11 a 30 personas,CALLE,CIUDAD VICTORIA,CALLE,BURGOS,CALLE,TAMPICO,CALLE,TAMPICO,3549,,,,,,COLONIA,MORELOS,,,,64180,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,0495,029,,,,Fijo,25.71686952,-100.3498369,2010-07
6365845,19039721112000733001053698M4,HOTEL 402,INMOBILIARIA Y DESARROLLADORA TURISTICA VILLARREAL SA DE CV,721111,Hoteles con otros servicios integrados,6 a 10 personas,CALLE,RUPERTO MARTINEZ,CALLE,MARIANO ESCOBEDO,CALLE,EMILIO CARRANZA,CALLE,PROFESOR JOSÉ SILVESTRE ARAMBERRI,402,ORIENTE,,,0,,COLONIA,MONTERREY CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1544,003,,HOTEL40206@YAHOO.COM.MX,,Fijo,25.67666146,-100.3110954,2010-07
2999557,19038463215000041010000000U7,HOTEL AL FOJAR,,721111,Hoteles con otros servicios integrados,0 a 5 personas,CALLE,IGNACIO ZARAGOZA,CALLE,PARAS,CALLE,LICENCIADO BENITO JUAREZ,CALLE,MARIANO ESCOBEDO,,SN,,,,,CIUDAD,MONTEMORELOS,,,7,67500,19,NUEVO LEÓN   ,038,Montemorelos,0001,Montemorelos,0411,002,,,,Fijo,25.18868028,-99.82309713,2014-12
6372531,19039721112000091001008682S7,HOTEL ALAMEDA,HOTELES Y MOTELES PARADISO SA DE CV,721113,Moteles,6 a 10 personas,CALLE,GEORGE WASHINGTON,CALLE,JOSE TRINIDAD VILLAGOMEZ,CALLE,AMADO NERVO,CALLE,5 DE MAYO,806,,,,0,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1667,023,,,,Fijo,25.67520181,-100.3217376,2010-07
8410972,19039721111000842000000000U5,HOTEL ALAMEDA,HOTELES Y MOTELES PARADISO SA DE CV,721112,Hoteles sin otros servicios integrados,6 a 10 personas,CALLE,GEORGE WASHINGTON,CALLE,AMADO NERVO,CALLE,JOSE TRINIDAD VILLAGOMEZ,CALLE,5 DE MAYO,806,,,,,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1667,023,,CARROY@HOTMAIL.COM,,Fijo,25.67519816,-100.3217001,2019-11
6269306,19046721111000043001000000U5,HOTEL ALAMO,HOTEL FIESTA ALAMO SA DE CV,721111,Hoteles con otros servicios integrados,11 a 30 personas,AVENIDA,UNIVERSIDAD,CALLE,JOSÉ SANTOS CHOCANO,CALLE,LEOPOLDO LUGONES,CALLE,G. DE LA VEGA,100,,,,0,,COLONIA,ANÁHUAC,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0220,045,,LUZRAMSAND@GMAIL.COM,,Fijo,25.73832488,-100.3033433,2010-07
6269178,19005721112000021000000000U5,HOTEL ALAS BLANCAS,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,RANAS,CALLE,MESILLAS,CALLE,AGRICULTORES,AVENIDA,IGNACIO ZARAGOZA,200,,,,,,COLONIA,CENTRO DE ANAHUAC,,,,65030,19,NUEVO LEÓN   ,005,Anáhuac,0001,Anáhuac,0410,040,,,,Fijo,27.23629828,-100.13399,2010-07
6269463,19038721112000032000008308S3,HOTEL ALFA INN,UNIVERSIDAD DE MONTEMORELOS AC,721112,Hoteles sin otros servicios integrados,6 a 10 personas,AVENIDA,CAPITÁN ALONSO DE LEÓN,CALLE,Escobedo,CALLE,Guillermo Prieto,CALLE,Cuauhtémoc,1582,PONIENTE,,,,,COLONIA,BARRIO MATAMOROS,,,,67510,19,NUEVO LEÓN   ,038,Montemorelos,0001,Montemorelos,038A,013,,INGELUCENA@UM.EDU.MX,,Fijo,25.18973977,-99.84503629,2010-07
6366926,19039721112000311000051957S9,HOTEL AMADO NERVO,CONSORCIO HOTELERO DEL CENTRO SA DE CV,721112,Hoteles sin otros servicios integrados,0 a 5 personas,CALLE,AMADO NERVO,AVENIDA,CRISTOBAL COLON,CALLE,REFORMA,CALLE,REFORMA,1110,,,,,,COLONIA,CENTRO,,,,64000,19,NUEVO LEÓN   ,039,Monterrey,0001,Monterrey,1243,004,,,,Fijo,25.68596986,-100.3197474,2011-03
